page,title,updated,pre_count
tabless/span2016.html,Spain 2015/16,2019-07-18,3
tabless/span2017.html,Spain 2016/17,2019-07-18,3
tabless/span2018.html,Spain 2017/18,2020-09-29,3
tabless/span2019.html,Spain 2018/19,2021-01-28,3
tabless/span2020.html,Spain 2019/20,2021-04-08,3
tabless/span2021.html,Spain 2020/21,2022-06-09,3
tabless/span2022.html,Spain 2021/22,2023-06-28,3
tabless/span2023.html,Spain 2022/23,2023-11-21,3
tabless/span2024.html,Spain 2023/24,2024-10-11,3
tabless/span2025.html,Spain 2024/25,2025-05-26,1
tablesd/duit64.html,Germany 1963/64,2001-04-01,1
tablesd/duit65.html,Germany 1964/65,2001-04-01,1
tablesd/duit66.html,Germany 1965/66,2001-04-01,1
tablesd/duit67.html,Germany 1966/67,2001-04-01,1
tablesd/duit68.html,Germany 1967/68,2001-04-01,1
tablesd/duit69.html,Germany 1968/69,2001-04-01,1
tablesd/duit70.html,Germany 1969/70,2001-04-01,1
tablesd/duit71.html,Germany 1970/71,2001-04-01,1
tablesd/duit72.html,Germany 1971/72,2001-04-01,1
tablesd/duit73.html,Germany 1972/73,2001-04-01,1
tablesd/duit74.html,Germany 1973/74,2001-04-01,1
tablesd/duit75.html,Germany 1974/75,2001-04-01,1
tablesd/duit76.html,Germany 1975/76,2001-04-01,1
tablesd/duit77.html,Germany 1976/77,2001-04-01,1
tablesd/duit78.html,Germany 1977/78,2001-04-01,1
tablesd/duit79.html,Germany 1978/79,2001-04-01,1
tablesd/duit80.html,Germany 1979/80,2001-04-01,1
tablesd/duit81.html,Germany 1980/81,2001-04-01,1
tablesd/duit82.html,Germany 1981/82,2001-04-01,1
tablesd/duit83.html,Germany 1982/83,2001-04-01,1
tablesd/duit84.html,Germany 1983/84,2001-04-01,1
tablesd/duit85.html,Germany 1984/85,2001-04-01,1
tablesd/duit86.html,Germany 1985/86,2001-04-01,1
tablesd/duit87.html,Germany 1986/87,2001-04-01,1
tablesd/duit88.html,Germany 1987/88,2001-04-01,1
tablesd/duit89.html,Germany 1988/89,2001-04-01,1
tablesd/duit90.html,Germany 1989/90,2001-04-01,1
tablesd/duit91.html,Germany 1990/91,2001-04-01,1
tablesd/duit92.html,Germany 1991/92,2001-04-01,1
tablesd/duit93.html,Germany 1992/93,2001-04-01,1
tablesd/duit94.html,Germany 1993/94,2001-04-01,1
tablesd/duit95.html,Germany 1994/95,2014-05-15,1
tablesd/duit96.html,Germany 1995/96,2001-04-01,1
tablesd/duit97.html,Germany 1996/97,2005-05-11,1
tablesd/duit98.html,Germany 1997/98,2005-06-07,1
tablesd/duit99.html,Germany 1998/99,2001-04-01,1
tablesd/duit00.html,Germany 1999/2000,2002-02-21,1
tablesd/duit01.html,Germany 2000/01,2002-02-21,1
tablesd/duit02.html,Germany 2001/02,2005-06-01,1
tablesd/duit03.html,Germany 2002/03,2005-06-01,1
tablesd/duit04.html,Germany 2003/04,2004-08-08,1
tablesd/duit05.html,Germany 2004/05,2005-08-17,1
tablesd/duit06.html,Germany 2005/06,2006-10-04,1
tablesd/duit07.html,Germany 2006/07,2008-05-08,1
tablesd/duit08.html,Germany 2007/08,2008-11-07,1
tablesd/duit09.html,Germany 2008/09,2018-08-02,1
tablesd/duit2010.html,Germany 2009/10,2018-08-02,4
tablesd/duit2011.html,Germany 2010/11,2024-03-25,4
tablesd/duit2012.html,Germany 2011/12,2021-09-23,4
tablesd/duit2013.html,Germany 2012/13,2018-08-02,4
tablesd/duit2014.html,Germany 2013/14,2018-08-02,4
tablesd/duit2015.html,Germany 2014/15,2021-01-14,4
tablesd/duit2016.html,Germany 2015/16,2019-05-09,4
tablesd/duit2017.html,Germany 2016/17,2021-01-07,4
tablesd/duit2018.html,Germany 2017/18,2019-05-09,4
tablesd/duit2019.html,Germany 2018/19,2021-01-14,4
tablesd/duit2020.html,Germany 2019/20,2020-10-08,4
tablesd/duit2021.html,Germany 2020/21,2022-02-03,4
tablesd/duit2022.html,Germany 2021/22,2022-09-25,3
tablesd/duit2023.html,Germany 2022/23,2023-11-21,3
tablesd/duit2024.html,Germany 2023/24,2024-10-11,3
tablesd/duit2025.html,Germany 2024/25,2025-05-26,1
tableso/oost75.html,Austria 1974/75,2005-07-12,1
tableso/oost76.html,Austria 1975/76,2005-07-12,1
tableso/oost77.html,Austria 1976/77,2004-10-10,1
tableso/oost78.html,Austria 1977/78,2009-04-23,1
tableso/oost79.html,Austria 1978/79,2005-03-26,1
tableso/oost80.html,Austria 1979/80,2004-10-10,1
tableso/oost81.html,Austria 1980/81,2004-10-10,1
tableso/oost82.html,Austria 1981/82,2004-10-10,1
tableso/oost83.html,Austria 1982/83,2004-10-10,1
tableso/oost84.html,Austria 1983/84,2003-11-14,1
tableso/oost85.html,Austria 1984/85,2003-11-14,1
tableso/oost86.html,Austria 1985/86,2003-08-31,1
tableso/oost87.html,Austria 1986/87,2003-08-31,1
tableso/oost88.html,Austria 1987/88,2003-08-31,1
tableso/oost89.html,Austria 1988/89,2003-07-06,1
tableso/oost90.html,Austria 1989/90,2003-07-05,1
tableso/oost91.html,Austria 1990/91,2003-05-18,1
tableso/oost92.html,Austria 1991/92,2003-04-16,1
tableso/oost93.html,Austria 1992/93,2004-10-31,1
tableso/oost94.html,Austria 1993/94,2004-10-31,1
tableso/oost95.html,Austria 1994/95,2004-10-31,1
tableso/oost96.html,Austria 1995/96,2004-10-31,1
tableso/oost97.html,Austria 1996/97,2022-06-15,1
tableso/oost98.html,Austria 1997/98,2022-06-15,1
tableso/oost99.html,Austria 1998/99,2022-06-15,1
tableso/oost00.html,Austria 1999/2000,2022-06-15,1
tableso/oost01.html,Austria 2000/01,2022-06-15,1
tableso/oost02.html,Austria 2001/02,2022-06-15,1
tableso/oost03.html,Austria 2002/03,2022-06-15,1
tableso/oost04.html,Austria 2003/04,2022-06-15,1
tableso/oost05.html,Austria 2004/05,2022-06-15,1
tableso/oost06.html,Austria 2005/06,2022-06-15,1
tableso/oost07.html,Austria 2006/07,2022-06-15,1
tableso/oost08.html,Austria 2007/08,2022-06-15,1
tableso/oost09.html,Austria 2008/09,2022-07-15,1
tableso/oost2010.html,Austria 2009/10,2023-03-07,7
tableso/oost2011.html,Austria 2010/11,2023-03-07,6
tableso/oost2012.html,Austria 2011/12,2023-03-07,6
tableso/oost2013.html,Austria 2012/13,2023-03-07,5
tableso/oost2014.html,Austria 2013/14,2023-03-07,6
tableso/oost2015.html,Austria 2014/15,2023-03-07,6
tableso/oost2016.html,Austria 2015/16,2023-03-07,6
tableso/oost2017.html,Austria 2016/17,2023-03-07,6
tableso/oost2018.html,Austria 2017/18,2023-03-07,6
tableso/oost2019.html,Austria 2018/19,2023-03-07,6
tableso/oost2020.html,Austria 2019/20,2023-03-07,5
tableso/oost2021.html,Austria 2020/21,2023-03-07,4
tableso/oost2022.html,Austria 2021/22,2023-04-05,6
tableso/oost2023.html,Austria 2022/23,2024-06-14,5
tableso/oost2024.html,Austria 2023/24,2025-06-10,5
tableso/oost2025.html,Austria 2024/25,2025-07-07,5
tableso/oost2026.html,Austria 2025/26,2026-03-24,2
tablesb/braz79.html,V COPA BRASIL - 1979 [Brazilian Championship],2005-04-02,1
tablesb/braz80.html,VI Copa Brasil - 1980 [Brazilian Championship],2000-01-04,3
tablesb/braz81.html,Brazil 1981,2005-04-03,1
tablesb/braz82.html,Brazil 1982,2000-01-18,1
tablesb/braz83.html,Brazil 1983 (Taça de Ouro and Taça de Prata),2000-05-07,1
tablesb/braz84.html,Brazil 1984 (Taça de Ouro and Taça de Prata),2005-04-02,1
tablesb/braz85.html,Brazil 1985 (Taça de Ouro and Taça de Prata),2005-04-02,1
tablesb/braz86.html,Brazil 1986,2005-04-02,1
tablesb/braz87.html,Brazil 1987,2005-04-02,1
tablesb/braz88.html,Brazil 1988,2005-04-02,3
tablesb/braz89.html,Brazil 1989,2005-04-02,1
tablesb/braz90.html,Brazil 1990,2000-02-18,1
tablesb/braz91.html,Brazil 1991,2005-04-02,2
tablesb/braz92.html,Brazil 1992,2000-02-18,1
tablesb/braz93.html,n/a,n/a,1
tablesb/braz94.html,Brazilian Championship 1994,1999-07-27,1
tablesb/braz95.html,Brazil 1995,2005-04-02,1
tablesb/braz96.html,Brazil 1996,2000-02-18,1
tablesb/braz97.html,Brazil 1997,2000-02-18,1
tablesb/braz98.html,n/a,1999-04-22,1
tablesb/braz99.html,Brazil 1999 Championship,2000-07-31,1
tablesb/braz-joao00.html,Brazil 2000 - Copa João Havelange,2001-08-15,1
tablesb/braz01.html,Brazil 2001,2002-08-15,1
tablesb/braz02.html,Brazil 2002,2003-04-19,1
tablesb/braz03.html,Brazil 2003,2004-04-25,1
tablesb/braz04.html,Brazil 2004,2005-05-04,1
tablesb/braz05.html,Brazil 2005,2006-04-29,1
tablesb/braz06.html,Brazil 2006,2007-05-29,1
tablesb/braz07.html,Brazil 2007,2008-05-16,1
tablesb/braz08.html,Brazil 2008,2009-05-21,1
tablesb/braz09.html,Brazil 2009,2012-12-13,1
tablesb/braz2010.html,Brazil 2010,2024-03-25,5
tablesb/braz2011.html,Brazil 2011,2024-02-20,5
tablesb/braz2012.html,Brazil 2012,2013-06-07,3
tablesb/braz2013.html,Brazil 2013,2014-05-15,2
tablesb/braz2014.html,Brazil 2014,2015-05-13,2
tablesb/braz2015.html,Brazil 2015,2021-12-29,3
tablesb/braz2016.html,Brazil 2016,2025-12-08,3
tablesb/braz2017.html,Brazil 2017,2025-12-08,3
tablesb/braz2018.html,Brazil 2018,2025-12-08,3
tablesb/braz2019.html,Brazil 2019,2025-12-08,4
tablesb/braz2020.html,Brazil 2020/21,2025-12-08,5
tablesb/braz2021.html,Brazil 2021,2025-12-08,5
tablesb/braz2022.html,Brazil 2022,2025-12-08,4
tablesb/braz2023.html,Brazil 2023,2025-12-08,4
tablesb/braz2024.html,Brazil 2024,2025-12-08,4
tables/30f.html,World Cup 1930,2025-06-25,1
tables/34f.html,World Cup 1934,2002-06-20,1
tables/38f.html,World Cup 1938,2026-03-06,1
tables/50f.html,World Cup 1950,2017-07-05,1
tables/54f.html,World Cup 1954,1999-10-22,1
tables/58f.html,World Cup 1958,1999-10-22,1
tables/62f.html,World Cup 1962,1999-10-22,1
tables/66f.html,World Cup 1966,1999-10-22,1
tables/70f.html,World Cup 1970,1999-10-22,1
tables/74f.html,World Cup 1974,1999-10-22,1
tables/78f.html,World Cup 1978,1999-10-22,1
tables/82f.html,World Cup 1982,2018-07-05,1
tables/86f.html,World Cup 1986,2018-07-05,1
tables/90f.html,World Cup 1990,2018-07-05,1
tables/94f.html,World Cup 1994,2018-07-05,1
tables/98f.html,World Cup 1998,2018-07-05,1
tables/2002f.html,World Cup 2002,2018-07-05,1
tables/2006f.html,World Cup 2006,2018-07-05,1
tables/2010f.html,World Cup 2010,2024-06-20,1
tables/2014f.html,World Cup 2014,2022-12-20,1
tables/2018f.html,World Cup 2018,2022-12-20,1
tables/2022f.html,World Cup 2022,2022-12-20,1
tables/30full.html,World Cup 1930 finals,n/a,1
tables/34full.html,World Cup 1934 finals,n/a,1
tables/38full.html,World Cup 1938 finals,n/a,1
tables/50full.html,World Cup 1950 finals,n/a,1
tables/54full.html,World Cup 1954 finals,n/a,1
tables/58full.html,World Cup 1958 finals,n/a,1
tables/62full.html,World Cup 1962 finals,n/a,1
tables/66full.html,World Cup 1966 finals,n/a,1
tables/70full.html,World Cup 1970 finals,n/a,1
tables/74full.html,World Cup 1974 finals,n/a,1
tables/78full.html,World Cup 1978 finals,n/a,1
tables/82full.html,World Cup 1982 finals,n/a,1
tables/86full.html,World Cup 1986 finals,n/a,1
tables/90full.html,World Cup 1990 finals,n/a,1
tables/94full.html,World Cup 1994 finals,n/a,1
tables/98full.html,World Cup 1998 finals,n/a,1
tables/2002full.html,World Cup 2002 - Match Details,2008-07-03,16
tables/2006full.html,World Cup 2006 - Match Details,2007-02-07,17
tables/2010full.html,World Cup 2010 - Match Details,2024-06-21,2
tables/2014full.html,World Cup 2014 - Match Details,2014-07-24,2
tables/34q.html,World Cup 1934 Qualifying,2021-11-04,1
tables/38q.html,World Cup 1938 Qualifying,2026-03-06,1
tables/50q.html,World Cup 1950 Qualifying,2017-07-05,1
tables/54q.html,World Cup 1954 Qualifying,2023-08-06,1
tables/58q.html,World Cup 1958 Qualifying,2023-08-09,1
tables/62q.html,World Cup 1962 Qualifying,2020-05-28,1
tables/66q.html,World Cup 1966 Qualifying,2005-12-31,1
tables/70q.html,World Cup 1970 Qualifying,2006-11-13,1
tables/74q.html,World Cup 1974 Qualifying,2016-03-17,1
tables/78q.html,World Cup 1978 Qualifying,2000-01-03,1
tables/82q.html,World Cup 1982 Qualifying,2000-01-03,1
tables/86q.html,World Cup 1986 Qualifying,2000-01-03,1
tables/90q.html,World Cup 1990 Qualifying,2024-03-14,1
tables/94q.html,World Cup 1994 Qualifying,2019-12-30,1
tables/98q.html,World Cup 1998 Qualifying,2002-12-12,1
tables/2002q.html,World Cup 2002 Qualifying,2024-11-27,1
tables/2006q.html,World Cup 2006 Qualifying,2009-11-26,6
tables/2010q.html,World Cup 2010 Qualifying,2013-09-12,6
tables/2014q.html,World Cup 2014 Qualifying,2023-02-01,6
tables/2018q.html,World Cup 2018 Qualifying,2018-07-05,6
tables/2022q.html,World Cup 2022 Qualifying,2024-02-19,6
tables/34qual.html,WORLD CUP 1934 - QUALIFYING,2021-11-04,1
tables/38qual.html,WORLD CUP 1938 - QUALIFYING,2006-06-05,1
tables/50qual.html,World Cup 1950 qualifications,n/a,1
tables/54qual.html,World Cup 1954 qualifications,n/a,1
tables/58qual.html,World Cup 1958 qualifications,n/a,1
tables/62qual.html,World Cup 1962 qualifications,n/a,1
tables/66qual.html,World Cup 1966 qualifications,n/a,1
tables/70qual.html,World Cup 1970 qualifications,n/a,1
tables/74qual.html,World Cup 1974 qualifications,n/a,1
tables/78qual.html,World Cup 1978 qualifications,n/a,1
tables/82qual.html,World Cup 1982 qualifications,n/a,1
tables/86qual.html,World Cup 1986 qualifications,n/a,1
tables/90qual.html,World Cup 1990 qualifications,n/a,1
tables/94qual.html,World Cup 1994 qualifications,n/a,1
tables/98qual.html,World Cup 1998 qualifications,n/a,1
tables/50q-det.html,World Cup 1950 - Qualifying,2009-06-12,1
tables/54q-det.html,World Cup 1954 - Qualifying,2015-03-27,1
tables/2006q-det.html,World Cup 2006 Qualifying - Match Details,2005-04-05,6
tables/2010q-det.html,World Cup 2010 Qualifying - Match Details,2009-12-11,6
